,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",ti,hii,DFFITS,Cooks distance
5518,13925,M,53,4.744,4.62946,204.1,0,0,0,1,0,2800,209.4971323603264,-5.397132360326395,5.318610069815799,5.3526083808814295,-0.03399831106563056,-0.4181127173188555,0.0004682011796014253,-0.009049223640982186,9.099286453831318e-06
8800,14566,M,58,4.836,4.838019999999999,216.55,0,0,0,1,0,4477,220.1494915152485,-3.599491515248502,5.3778214676606355,5.394201360535725,-0.01637989287508912,-0.2788521755150163,0.0004874162509687841,-0.0061578613541668215,4.213545685316696e-06
16598,21972,F,54,5.27,5.32528,244.6,1,0,0,0,1,8320,237.75049466479462,6.849505335205379,5.499624223253072,5.470331076151667,0.02929314710140485,0.5306145031825062,0.0004122282361407247,0.010775502127909556,1.290197540314434e-05
12343,31144,M,42,5.756,4.9641,228.72,0,0,0,0,0,6205,217.53159307352223,11.188406926477768,5.432498548014056,5.386636795785768,0.04586175222828803,0.8671877500903701,0.0014116418341049266,0.032604845392830206,0.0001181217727388496
14130,22720,F,45,5.666,5.56796,234.77,1,0,0,0,1,7081,245.73802776036942,-10.96802776036941,5.458606311477417,5.501493406733318,-0.042887095255901286,-0.8496945260830449,0.00044496418718745754,-0.0179275934027191,3.571170978148669e-05
6107,11367,M,46,4.4,4.50385,206.42,0,0,0,1,0,3104,208.44336592206386,-2.0233659220638742,5.329912928137787,5.345485164081694,-0.015572235943906776,-0.1567467501152727,0.00045108867447362977,-0.0033298715558742606,1.2320961801528203e-06
16983,12207,M,45,4.93,4.90437,246.4,0,0,0,1,0,8497,223.12675027163795,23.27324972836206,5.506956231659364,5.404000289428819,0.10295594223054572,1.8031290186770457,0.0004164539532131698,0.03680448524038157,0.00015048207711289445
15165,17869,M,61,4.843999999999999,4.95556,238.35,0,0,0,0,1,7636,229.77209309404972,8.577906905950272,5.473740181650835,5.43792384962974,0.03581633202109469,0.6645838040080871,0.0006233913184910751,0.016598373697739813,3.061307623859192e-05
5472,6904,M,41,4.426,4.480630000000001,203.87,0,0,1,0,0,2777,203.25246750883974,0.6175324911602615,5.317482535809048,5.302966542167335,0.014515993641713187,0.04783617935412681,0.00032645738542706195,0.0008644515064451412,8.303700056203837e-08
23302,27875,F,36,6.446000000000001,6.28748,292.25,1,0,0,0,0,11595,278.1361364570399,14.113863542960075,5.677609600352178,5.6197123718326,0.057897228519578015,1.0934929179665451,0.0005737153115212809,0.02619924712765128,7.626559470230493e-05
5315,7614,M,42,4.27,4.51949,203.13,0,0,1,0,0,2690,208.32841363641873,-5.198413636418735,5.3138461681656635,5.321378397679812,-0.0075322295141484474,-0.4026928219827789,0.000343706833979685,-0.0074669392823607786,6.1954142648293165e-06
14193,6778,M,37,4.88,5.04704,234.97,0,0,1,0,0,7112,229.4315349726533,5.538465027346689,5.459457846420514,5.404018415415646,0.055439431004868034,0.4290627364222732,0.0004724325701368924,0.009328102837249459,9.668765764687163e-06
10246,13050,F,38,4.69,4.91528,221.83,1,0,0,1,0,5194,221.41394128792803,0.41605871207198675,5.401911322758143,5.395796684074991,0.006114638683151874,0.03223139172559269,0.00045436586152077744,0.0006871959508845227,5.2474898513490476e-08
8797,12949,F,24,5.08,5.06458,216.55,1,0,0,1,0,4478,224.14408408959144,-7.594084089591433,5.3778214676606355,5.40627350717785,-0.02845203951721409,-0.5883534333017651,0.0006051663849422203,-0.014477952260727041,2.3291278379088367e-05
3619,6883,M,43,4.276,4.31189,194.77,0,0,1,0,0,1840,195.67573114490116,-0.9057311449011536,5.271819375241808,5.273739760414946,-0.0019203851731379729,-0.07016134433443462,0.0003351292214736256,-0.001284626377383762,1.833766210059986e-07
12510,16754,F,46,5.1,5.18166,229.25,1,0,0,0,1,6285,232.55391325027497,-3.3039132502749737,5.434813111136574,5.448430885338639,-0.013617774202065114,-0.2559355939557413,0.000346430499950521,-0.004764463331464694,2.5224134646917793e-06
12745,18872,F,45,5.226,5.28831,230.08,1,0,0,0,1,6398,236.77165454465484,-6.691654544654824,5.438427074532682,5.464971871579207,-0.026544797046525126,-0.5183653551796102,0.0003328608279608659,-0.009458877570209601,9.94170352471264e-06
9670,18781,F,39,5.146,5.10961,219.7,1,0,0,0,1,4906,227.75301625531432,-8.053016255314333,5.392262979390565,5.429471172263303,-0.03720819287273791,-0.6238414450483473,0.0003844516893663246,-0.012234285452717085,1.663163119721419e-05
